iso_code,gas_id,ano,trade_co2,consumption_co2
LAO,1,2009,2.2,4.867
LAO,1,2010,-0.749,2.256
LAO,1,2011,-0.942,2.228
LAO,1,2012,-0.79,2.608
LAO,1,2013,-0.916,3.345
LAO,1,2014,-0.928,3.522
LAO,1,2015,-1.891,7.338
LAO,1,2016,-3.716,12.742
LAO,1,2017,1.228,20.912
LAO,1,2018,1.002,21.561
LAO,1,2019,1.927,21.007
LAO,1,2020,2.031,21.523
LAO,1,2021,0.334,23.135
LAO,1,2022,0.852,24.288
LVA,1,1990,1.905,21.566
LVA,1,1991,1.933,19.853
LVA,1,1992,4.202,18.396
LVA,1,1993,2.711,14.633
LVA,1,1994,3.378,13.749
LVA,1,1995,3.56,12.694
LVA,1,1996,5.045,14.256
LVA,1,1997,4.976,13.656
LVA,1,1998,5.137,13.443
LVA,1,1999,4.612,12.33
LVA,1,2000,7.615,14.696
LVA,1,2001,6.221,13.718
LVA,1,2002,6.049,13.569
LVA,1,2003,6.869,14.595
LVA,1,2004,6.212,13.943
LVA,1,2005,5.606,13.417
LVA,1,2006,6.909,15.219
LVA,1,2007,9.1,17.737
LVA,1,2008,8.039,16.237
LVA,1,2009,4.566,12.022
LVA,1,2010,4.803,13.357
LVA,1,2011,5.661,13.472
LVA,1,2012,5.793,13.313
LVA,1,2013,5.374,12.742
LVA,1,2014,4.698,11.87
LVA,1,2015,4.701,11.963
LVA,1,2016,4.806,12.017
LVA,1,2017,7.037,14.252
LVA,1,2018,8.24,16.097
LVA,1,2019,7.735,15.383
LVA,1,2020,6.699,13.697
LVA,1,2021,7.906,15.144
LVA,1,2022,8.014,14.633
LTU,1,1990,7.494,43.266
LTU,1,1991,8.009,45.864
LTU,1,1992,31.315,52.518
LTU,1,1993,16.073,32.428
LTU,1,1994,12.912,28.714
LTU,1,1995,12.922,28.014
LTU,1,1996,6.982,22.757
LTU,1,1997,6.508,21.706
LTU,1,1998,6.207,22.239
LTU,1,1999,6.408,19.892
LTU,1,2000,8.345,20.223
LTU,1,2001,7.509,20.138
LTU,1,2002,6.677,19.378
LTU,1,2003,9.952,22.647
LTU,1,2004,8.313,21.603
LTU,1,2005,7.575,21.475
LTU,1,2006,8.967,23.201
LTU,1,2007,8.891,24.41
LTU,1,2008,7.63,22.588
LTU,1,2009,8.386,21.246
LTU,1,2010,6.841,20.676
LTU,1,2011,9.632,23.624
LTU,1,2012,7.177,21.261
LTU,1,2013,7.923,21.103
LTU,1,2014,8.376,21.261
LTU,1,2015,7.346,20.434
LTU,1,2016,8.238,21.393
LTU,1,2017,8.923,22.243
LTU,1,2018,9.483,22.954
LTU,1,2019,8.076,21.783
LTU,1,2020,6.471,20.034
LTU,1,2021,8.317,22.168
LTU,1,2022,8.899,21.755
LUX,1,1990,0.0,11.813
LUX,1,1991,0.0,12.424
LUX,1,1992,0.0,12.192
LUX,1,1993,0.0,12.341
LUX,1,1994,0.0,11.525
LUX,1,1995,0.0,9.136
LUX,1,1996,0.0,9.186
LUX,1,1997,0.0,8.547
LUX,1,1998,0.0,7.655
LUX,1,1999,0.538,8.656
LUX,1,2000,-0.327,8.376
LUX,1,2001,-0.593,8.613
LUX,1,2002,-0.155,9.824
LUX,1,2003,1.073,11.524
LUX,1,2004,1.291,13.11
LUX,1,2005,2.347,14.424
LUX,1,2006,2.999,14.907
LUX,1,2007,0.571,11.876
LUX,1,2008,4.699,15.869
LUX,1,2009,-1.192,9.433
LUX,1,2010,-0.42,10.775
LUX,1,2011,1.079,12.176
LUX,1,2012,1.169,12.035
LUX,1,2013,1.268,11.602
LUX,1,2014,1.499,11.315
LUX,1,2015,1.655,11.0
LUX,1,2016,0.725,9.816
LUX,1,2017,0.447,9.71
LUX,1,2018,0.034,9.601
LUX,1,2019,-0.435,9.327
LUX,1,2020,-0.101,7.974
LUX,1,2021,0.373,8.794
LUX,1,2022,1.499,8.776
MDG,1,1990,0.457,1.401
MDG,1,1991,0.438,1.463
MDG,1,1992,0.463,1.466
MDG,1,1993,0.504,1.537
MDG,1,1994,0.505,1.657
MDG,1,1995,0.506,1.699
MDG,1,1996,0.182,1.428
MDG,1,1997,0.255,1.79
MDG,1,1998,0.594,2.213
MDG,1,1999,0.771,2.533
MDG,1,2000,0.76,2.707
MDG,1,2001,0.873,2.616
MDG,1,2002,0.8,2.036
MDG,1,2003,1.149,2.841
MDG,1,2004,1.056,2.86
MDG,1,2005,1.24,2.981
MDG,1,2006,1.121,2.795
MDG,1,2007,1.172,2.907
MDG,1,2008,2.42,4.199
MDG,1,2009,1.796,3.503
MDG,1,2010,1.332,3.204
MDG,1,2011,1.404,3.778
MDG,1,2012,1.317,4.061
MDG,1,2013,1.543,4.736
MDG,1,2014,1.81,4.906
MDG,1,2015,1.603,4.853
MDG,1,2016,1.481,4.855
MDG,1,2017,1.585,5.561
MDG,1,2018,1.334,5.067
MDG,1,2019,1.309,5.606
MDG,1,2020,1.458,5.433
MDG,1,2021,1.585,6.039
MDG,1,2022,1.557,5.867
MWI,1,1990,0.794,1.534
MWI,1,1991,0.757,1.545
MWI,1,1992,0.739,1.526
MWI,1,1993,0.808,1.69
MWI,1,1994,0.815,1.717
MWI,1,1995,0.871,1.778
MWI,1,1996,1.112,2.031
MWI,1,1997,1.076,1.991
MWI,1,1998,1.037,1.939
MWI,1,1999,1.0,1.893
MWI,1,2000,-0.045,0.813
MWI,1,2001,-0.051,0.722
MWI,1,2002,-0.02,0.836
MWI,1,2003,0.066,0.985
MWI,1,2004,-0.064,0.838
MWI,1,2005,-0.063,0.786
MWI,1,2006,0.028,0.876
MWI,1,2007,-0.075,0.845
MWI,1,2008,-0.067,0.931
MWI,1,2009,-0.108,0.905
MWI,1,2010,-0.063,0.905
MWI,1,2011,-0.072,0.985
MWI,1,2012,0.009,1.075
MWI,1,2013,-0.121,1.025
MWI,1,2014,-0.092,0.949
MWI,1,2015,-0.094,0.989
MWI,1,2016,0.036,1.242
MWI,1,2017,-0.09,1.139
MWI,1,2018,0.928,2.651
MWI,1,2019,0.956,2.677
MWI,1,2020,1.027,2.795
MWI,1,2021,1.143,3.028
MWI,1,2022,1.197,2.945
MYS,1,1990,11.725,65.994
MYS,1,1991,7.019,72.804
MYS,1,1992,8.452,81.413
MYS,1,1993,0.492,87.104
MYS,1,1994,-0.47,87.027
MYS,1,1995,-11.219,98.376
MYS,1,1996,-9.515,100.593
MYS,1,1997,-6.398,112.073
MYS,1,1998,-30.437,79.345
MYS,1,1999,-10.385,93.601
MYS,1,2000,-11.082,111.796
MYS,1,2001,-13.213,117.677
MYS,1,2002,-8.367,123.668
MYS,1,2003,-27.428,125.957
MYS,1,2004,-35.479,134.2
MYS,1,2005,-32.674,137.293
MYS,1,2006,-31.565,138.601
MYS,1,2007,-26.258,149.193
MYS,1,2008,-29.119,163.728
MYS,1,2009,-35.016,157.103
MYS,1,2010,-20.867,178.479
MYS,1,2011,-11.608,191.845
MYS,1,2012,-3.171,209.819
MYS,1,2013,-3.206,238.465
MYS,1,2014,-6.382,238.668
MYS,1,2015,-9.2,226.738
MYS,1,2016,-12.718,224.576
MYS,1,2017,-16.732,227.725
MYS,1,2018,-15.301,247.342
MYS,1,2019,-21.775,258.067
MYS,1,2020,-17.35,245.849
MYS,1,2021,-16.759,256.393
MYS,1,2022,-20.404,265.044
MLT,1,1990,0.967,3.394
MLT,1,1991,0.973,3.245
MLT,1,1992,1.174,3.468
MLT,1,1993,0.843,3.729
MLT,1,1994,1.019,3.677
MLT,1,1995,1.288,3.74
MLT,1,1996,1.325,3.859
MLT,1,1997,1.068,3.625
MLT,1,1998,2.236,4.761
MLT,1,1999,1.628,4.201
MLT,1,2000,2.126,4.595
MLT,1,2001,2.097,4.834
MLT,1,2002,2.309,5.057
MLT,1,2003,1.49,4.451
MLT,1,2004,1.454,4.303
MLT,1,2005,0.645,3.295
MLT,1,2006,1.196,3.851
MLT,1,2007,2.025,4.753
MLT,1,2008,3.209,5.931
MLT,1,2009,2.108,4.669
MLT,1,2010,3.299,5.919
MLT,1,2011,5.549,8.157
MLT,1,2012,5.183,7.932
MLT,1,2013,4.053,6.483
MLT,1,2014,5.184,7.601
MLT,1,2015,6.717,8.416
MLT,1,2016,7.804,9.179
MLT,1,2017,7.193,8.73
MLT,1,2018,8.799,10.346
MLT,1,2019,8.174,9.823
MLT,1,2020,6.827,8.428
MLT,1,2021,8.517,10.128
MLT,1,2022,8.786,10.56
MUS,1,1990,1.232,2.694
MUS,1,1991,1.298,2.818
MUS,1,1992,1.412,3.12
MUS,1,1993,1.416,3.19
MUS,1,1994,1.56,3.183
MUS,1,1995,1.621,3.449
MUS,1,1996,2.044,3.993
MUS,1,1997,1.965,3.961
MUS,1,1998,1.572,3.741
MUS,1,1999,1.403,3.829
MUS,1,2000,1.926,4.616
MUS,1,2001,1.572,4.434
MUS,1,2002,1.633,4.517
MUS,1,2003,1.674,4.734
MUS,1,2004,2.011,5.1
MUS,1,2005,1.215,4.509
MUS,1,2006,1.235,4.863
MUS,1,2007,1.074,4.76
MUS,1,2008,1.557,5.323
MUS,1,2009,1.145,4.853
MUS,1,2010,0.974,4.888
MUS,1,2011,1.075,4.992
MUS,1,2012,1.101,5.065
MUS,1,2013,1.048,5.115
MUS,1,2014,1.145,5.351
MUS,1,2015,0.82,5.03
MUS,1,2016,0.925,5.27
MUS,1,2017,1.081,5.617
MUS,1,2018,1.23,5.689
MUS,1,2019,1.24,5.761
MUS,1,2020,1.465,5.272
MUS,1,2021,1.711,5.683
MUS,1,2022,1.603,5.531
MEX,1,1990,5.517,322.263
MEX,1,1991,9.675,339.502
MEX,1,1992,14.604,347.058
MEX,1,1993,16.046,353.768
MEX,1,1994,14.28,365.814
MEX,1,1995,-5.797,325.108
MEX,1,1996,-0.796,340.748
MEX,1,1997,14.44,376.903
MEX,1,1998,20.2,401.301
MEX,1,1999,23.646,409.686
MEX,1,2000,50.064,441.503
MEX,1,2001,42.875,450.36
MEX,1,2002,42.943,453.244
MEX,1,2003,17.38,453.349
MEX,1,2004,34.55,473.139
MEX,1,2005,30.905,494.337
MEX,1,2006,33.701,508.22
MEX,1,2007,27.983,501.578
MEX,1,2008,36.749,509.73
MEX,1,2009,29.914,490.208
MEX,1,2010,45.114,501.523
MEX,1,2011,61.319,544.62
MEX,1,2012,53.275,554.764
MEX,1,2013,66.627,562.042
MEX,1,2014,69.82,553.865
MEX,1,2015,63.818,543.252
MEX,1,2016,52.835,531.663
MEX,1,2017,54.321,518.727
MEX,1,2018,55.707,524.121
MEX,1,2019,50.121,518.357
MEX,1,2020,33.709,462.649
MEX,1,2021,48.2,495.034
MEX,1,2022,51.514,516.85
MNG,1,1990,-0.877,8.914
MNG,1,1991,-3.211,8.749
MNG,1,1992,-1.763,9.18
MNG,1,1993,-3.136,6.057
MNG,1,1994,-2.03,5.835
MNG,1,1995,-1.891,5.946
MNG,1,1996,-0.451,7.484
MNG,1,1997,-1.54,6.075
MNG,1,1998,-1.223,6.398
MNG,1,1999,-0.868,6.62
MNG,1,2000,-0.382,7.049
MNG,1,2001,-0.313,7.491
MNG,1,2002,-0.405,7.791
MNG,1,2003,0.358,8.289
MNG,1,2004,0.0,8.502
MNG,1,2005,0.21,8.725
MNG,1,2006,0.295,9.577
MNG,1,2007,0.3,12.257
MNG,1,2008,1.162,13.08
MNG,1,2009,0.418,13.444
MNG,1,2010,0.906,14.678
MNG,1,2011,1.936,23.304
MNG,1,2012,1.676,36.675
MNG,1,2013,-0.012,43.466
MNG,1,2014,-0.45,29.176
MNG,1,2015,0.225,23.508
MNG,1,2016,-1.826,23.803
MNG,1,2017,-3.68,30.455
MNG,1,2018,-4.329,40.987
MNG,1,2019,-5.231,42.012
MNG,1,2020,-3.521,33.552
MNG,1,2021,-3.602,38.251
MNG,1,2022,-4.462,38.952
MAR,1,1990,8.171,30.469
MAR,1,1991,7.069,30.757
MAR,1,1992,11.054,35.79
MAR,1,1993,8.277,35.056
MAR,1,1994,7.55,35.674
MAR,1,1995,7.827,36.577
MAR,1,1996,4.064,33.588
MAR,1,1997,2.312,32.29
MAR,1,1998,4.08,34.961
MAR,1,1999,6.241,38.227
MAR,1,2000,5.256,38.455
MAR,1,2001,4.733,41.539
MAR,1,2002,5.969,43.275
MAR,1,2003,3.195,39.766
MAR,1,2004,3.389,45.614
MAR,1,2005,2.537,47.198
MAR,1,2006,3.295,49.544
MAR,1,2007,5.319,54.232
MAR,1,2008,8.608,59.977
MAR,1,2009,6.297,57.157
MAR,1,2010,4.95,59.315
MAR,1,2011,8.127,62.995
MAR,1,2012,7.201,64.155
MAR,1,2013,7.033,63.639
MAR,1,2014,6.156,63.33
MAR,1,2015,5.1,63.596
MAR,1,2016,7.136,65.594
MAR,1,2017,5.502,66.606
MAR,1,2018,5.868,68.174
MAR,1,2019,3.594,72.333
MAR,1,2020,2.738,67.302
MAR,1,2021,3.783,74.028
MAR,1,2022,1.397,70.903
MOZ,1,1990,2.994,4.02
MOZ,1,1991,2.786,3.728
MOZ,1,1992,2.541,3.568
MOZ,1,1993,2.775,3.915
MOZ,1,1994,2.846,3.944
MOZ,1,1995,3.096,4.227
MOZ,1,1996,1.774,2.865
MOZ,1,1997,0.711,1.881
MOZ,1,1998,1.664,2.776
MOZ,1,1999,2.778,3.946
MOZ,1,2000,3.027,4.349
MOZ,1,2001,3.292,4.846
MOZ,1,2002,3.172,4.709
MOZ,1,2003,3.289,5.145
MOZ,1,2004,3.288,5.152
MOZ,1,2005,3.794,5.564
MOZ,1,2006,4.115,6.031
MOZ,1,2007,4.939,7.128
MOZ,1,2008,6.076,8.256
MOZ,1,2009,6.104,8.543
MOZ,1,2010,5.609,8.244
MOZ,1,2011,7.722,10.828
MOZ,1,2012,6.76,9.811
MOZ,1,2013,9.861,13.44
MOZ,1,2014,10.015,18.137
MOZ,1,2015,8.552,15.282
MOZ,1,2016,7.423,15.97
MOZ,1,2017,5.77,12.675
MOZ,1,2018,5.754,12.764
MOZ,1,2019,6.16,13.261
MOZ,1,2020,6.058,12.434
MOZ,1,2021,6.331,14.199
MOZ,1,2022,5.968,14.326
NAM,1,1990,,0.0
NAM,1,1991,0.0,1.044
NAM,1,1992,0.0,1.136
NAM,1,1993,0.0,1.374
NAM,1,1994,-0.0,1.557
NAM,1,1995,0.0,1.619
NAM,1,1996,0.0,1.718
NAM,1,1997,0.0,1.817
NAM,1,1998,-0.0,1.865
NAM,1,1999,0.0,1.74
NAM,1,2000,-0.069,1.653
NAM,1,2001,-0.064,2.164
NAM,1,2002,-0.23,1.741
NAM,1,2003,-0.265,1.827
NAM,1,2004,-0.143,2.1
NAM,1,2005,-0.148,2.38
NAM,1,2006,-0.217,2.3
NAM,1,2007,0.236,2.563
NAM,1,2008,0.479,3.337
NAM,1,2009,0.23,2.894
NAM,1,2010,4.312,7.096
NAM,1,2011,4.255,7.037
NAM,1,2012,5.794,8.996
NAM,1,2013,6.357,9.947
NAM,1,2014,7.813,11.553
NAM,1,2015,7.181,11.113
NAM,1,2016,7.183,11.157
NAM,1,2017,5.182,9.281
NAM,1,2018,4.627,8.837
NAM,1,2019,4.837,9.076
NAM,1,2020,4.721,8.553
NAM,1,2021,5.4,9.301
NAM,1,2022,5.276,9.36
NPL,1,1990,0.433,1.154
NPL,1,1991,0.498,1.524
NPL,1,1992,0.496,1.729
NPL,1,1993,0.515,1.912
NPL,1,1994,0.512,2.131
NPL,1,1995,0.481,2.79
NPL,1,1996,0.466,2.819
NPL,1,1997,0.421,3.062
NPL,1,1998,1.887,4.11
NPL,1,1999,3.086,6.277
NPL,1,2000,-0.349,2.688
NPL,1,2001,0.747,3.983
NPL,1,2002,1.081,3.677
NPL,1,2003,-0.268,2.542
NPL,1,2004,1.735,4.317
NPL,1,2005,1.631,4.617
NPL,1,2006,1.861,4.318
NPL,1,2007,2.219,4.789
NPL,1,2008,2.789,6.141
NPL,1,2009,-0.457,3.673
NPL,1,2010,-0.392,4.432
NPL,1,2011,-0.39,4.83
NPL,1,2012,-0.403,5.067
NPL,1,2013,-0.323,5.894
NPL,1,2014,-0.643,6.949
NPL,1,2015,-0.585,6.32
NPL,1,2016,-0.65,9.438
NPL,1,2017,-0.802,11.618
NPL,1,2018,12.058,26.057
NPL,1,2019,11.739,24.489
NPL,1,2020,10.894,26.526
NPL,1,2021,13.705,29.428
NPL,1,2022,15.15,31.239
NLD,1,1990,39.253,202.05
NLD,1,1991,38.497,209.691
NLD,1,1992,66.928,237.925
NLD,1,1993,48.299,219.263
NLD,1,1994,43.898,215.629
NLD,1,1995,46.044,219.305
NLD,1,1996,34.636,216.958
NLD,1,1997,36.081,211.328
NLD,1,1998,40.206,216.385
NLD,1,1999,-23.726,147.11
NLD,1,2000,-41.737,130.199
NLD,1,2001,-49.681,127.566
NLD,1,2002,-44.614,131.912
NLD,1,2003,2.839,182.803
NLD,1,2004,8.685,190.577
NLD,1,2005,38.546,216.477
NLD,1,2006,58.054,231.139
NLD,1,2007,26.458,199.291
NLD,1,2008,45.776,221.481
NLD,1,2009,23.374,193.608
NLD,1,2010,39.767,222.055
NLD,1,2011,41.891,211.053
NLD,1,2012,23.213,188.788
NLD,1,2013,24.319,189.077
NLD,1,2014,12.703,170.045
NLD,1,2015,4.427,168.171
NLD,1,2016,3.785,168.393
NLD,1,2017,5.998,168.076
NLD,1,2018,11.077,169.119
NLD,1,2019,14.572,166.994
NLD,1,2020,13.881,150.551
NLD,1,2021,21.722,161.406
NLD,1,2022,30.392,157.633
NZL,1,1990,1.378,26.875
NZL,1,1991,0.823,26.999
NZL,1,1992,0.153,28.316
NZL,1,1993,0.578,28.332
NZL,1,1994,1.187,29.082
NZL,1,1995,2.336,30.336
NZL,1,1996,2.758,32.059
NZL,1,1997,2.567,33.841
NZL,1,1998,1.659,31.512
NZL,1,1999,2.727,34.187
NZL,1,2000,-0.17,32.071
NZL,1,2001,-0.765,33.614
NZL,1,2002,-0.204,34.338
NZL,1,2003,1.426,37.669
NZL,1,2004,3.149,38.986
NZL,1,2005,4.334,41.759
NZL,1,2006,2.521,39.85
NZL,1,2007,3.786,40.194
NZL,1,2008,2.953,40.459
NZL,1,2009,0.983,35.6
NZL,1,2010,1.513,36.321
NZL,1,2011,2.631,36.893
NZL,1,2012,2.834,38.775
NZL,1,2013,4.054,39.292
NZL,1,2014,3.591,39.026
NZL,1,2015,2.723,38.525
NZL,1,2016,3.973,38.118
NZL,1,2017,2.802,38.487
NZL,1,2018,3.205,38.907
NZL,1,2019,2.773,39.505
NZL,1,2020,4.754,38.777
NZL,1,2021,6.535,40.858
NZL,1,2022,7.558,39.168
NIC,1,1990,0.642,2.686
NIC,1,1991,0.663,2.649
NIC,1,1992,0.804,3.177
NIC,1,1993,0.74,3.022
NIC,1,1994,0.711,3.229
NIC,1,1995,0.678,3.433
NIC,1,1996,0.578,3.425
NIC,1,1997,0.667,3.781
NIC,1,1998,0.794,4.187
NIC,1,1999,0.899,4.497
NIC,1,2000,0.703,4.424
NIC,1,2001,0.664,4.586
NIC,1,2002,0.577,4.567
NIC,1,2003,0.672,5.007
NIC,1,2004,0.786,5.164
NIC,1,2005,0.875,5.146
NIC,1,2006,1.25,5.668
NIC,1,2007,1.577,6.127
NIC,1,2008,1.284,5.649
NIC,1,2009,1.078,5.523
NIC,1,2010,0.882,5.35
NIC,1,2011,0.675,5.481
NIC,1,2012,1.141,5.691
NIC,1,2013,1.151,5.756
NIC,1,2014,1.677,6.422
NIC,1,2015,1.972,7.403
NIC,1,2016,2.004,7.41
NIC,1,2017,1.753,7.215
NIC,1,2018,1.689,6.888
NIC,1,2019,1.489,6.711
NIC,1,2020,1.199,5.859
NIC,1,2021,1.397,6.542
NIC,1,2022,1.491,6.787
NGA,1,1990,-0.986,37.871
NGA,1,1991,-2.049,39.88
NGA,1,1992,-2.366,43.9
NGA,1,1993,-1.004,43.81
NGA,1,1994,-2.045,78.417
NGA,1,1995,-7.53,76.813
NGA,1,1996,-9.111,88.779
NGA,1,1997,-5.856,89.925
NGA,1,1998,-0.28,86.213
NGA,1,1999,-21.704,63.289
NGA,1,2000,-47.83,49.81
NGA,1,2001,-29.44,71.514
NGA,1,2002,-18.806,71.673
NGA,1,2003,-17.188,83.576
NGA,1,2004,-9.748,85.805
NGA,1,2005,-7.472,94.848
NGA,1,2006,-16.201,74.786
NGA,1,2007,-0.057,83.329
NGA,1,2008,1.919,92.314
NGA,1,2009,8.403,88.749
NGA,1,2010,-12.888,101.645
NGA,1,2011,-25.34,103.855
NGA,1,2012,-35.861,78.21
NGA,1,2013,-6.094,116.553
NGA,1,2014,-7.722,121.554
NGA,1,2015,6.231,122.061
NGA,1,2016,0.201,124.054
NGA,1,2017,-5.49,113.231
NGA,1,2018,-6.478,106.134
NGA,1,2019,-9.641,124.183
NGA,1,2020,2.677,132.174
NGA,1,2021,0.103,135.174
NGA,1,2022,-5.964,125.605
NOR,1,2003,-1.677,42.223
NOR,1,2004,0.684,44.92
NOR,1,2005,0.847,44.11
NOR,1,2006,5.965,49.807
NOR,1,2007,9.415,55.003
NOR,1,2008,6.071,50.746
NOR,1,2009,8.069,51.15
NOR,1,2010,9.512,55.133
NOR,1,2011,6.248,50.995
NOR,1,2012,3.617,47.845
NOR,1,2013,3.933,48.449
NOR,1,2014,3.059,48.017
NOR,1,2015,4.441,49.935
NOR,1,2016,4.418,49.096
NOR,1,2017,5.691,49.856
NOR,1,2018,5.089,49.494
NOR,1,2019,6.146,48.939
NOR,1,2020,5.84,47.071
NOR,1,2021,3.498,44.526
NOR,1,2022,-3.471,37.337
OMN,1,1990,1.293,12.515
OMN,1,1991,1.745,13.34
OMN,1,1992,1.776,13.669
OMN,1,1993,2.093,15.318
OMN,1,1994,1.606,18.991
OMN,1,1995,1.273,20.008
OMN,1,1996,1.124,19.232
OMN,1,1997,1.225,19.279
OMN,1,1998,1.774,20.22
OMN,1,1999,-2.776,19.21
OMN,1,2000,-3.124,20.767
OMN,1,2001,-0.651,21.754
OMN,1,2002,-3.436,23.406
OMN,1,2003,-0.184,34.172
OMN,1,2004,-2.404,26.62
OMN,1,2005,-4.983,26.618
OMN,1,2006,-4.722,35.445
OMN,1,2007,-4.305,40.766
OMN,1,2008,-2.842,44.348
OMN,1,2009,-0.295,43.983
OMN,1,2010,-5.796,45.382
OMN,1,2011,-8.263,48.748
OMN,1,2012,-8.731,53.996
OMN,1,2013,-8.397,56.875
OMN,1,2014,-6.332,59.58
OMN,1,2015,-2.64,64.951
OMN,1,2016,1.364,67.289
OMN,1,2017,1.605,67.847
OMN,1,2018,-2.053,68.322
OMN,1,2019,-2.299,69.426
OMN,1,2020,-1.145,67.481
OMN,1,2021,-3.792,71.325
OMN,1,2022,-6.573,70.033
PAK,1,1990,4.471,72.299
PAK,1,1991,3.012,70.489
PAK,1,1992,5.452,77.467
PAK,1,1993,5.1,82.276
PAK,1,1994,4.915,88.933
PAK,1,1995,5.15,88.764
PAK,1,1996,5.524,99.063
PAK,1,1997,4.023,97.811
PAK,1,1998,0.329,97.07
PAK,1,1999,7.7,107.089
PAK,1,2000,4.882,108.822
PAK,1,2001,5.183,110.584
PAK,1,2002,8.493,121.394
PAK,1,2003,2.921,120.383
PAK,1,2004,11.816,141.612
PAK,1,2005,12.385,146.03
PAK,1,2006,13.433,157.486
