iso_code,ano,gas_id,trade_co2,consumption_co2
PAK,2007,1,12.587,170.264
PAK,2008,1,13.84,168.989
PAK,2009,1,11.715,167.236
PAK,2010,1,11.926,166.128
PAK,2011,1,14.073,168.874
PAK,2012,1,16.41,171.179
PAK,2013,1,13.66,165.507
PAK,2014,1,16.484,173.19
PAK,2015,1,22.855,173.445
PAK,2016,1,25.396,203.428
PAK,2017,1,24.154,242.515
PAK,2018,1,22.229,232.577
PAK,2019,1,20.741,228.364
PAK,2020,1,17.257,248.012
PAK,2021,1,21.607,269.508
PAK,2022,1,23.946,247.78
PAN,1990,1,0.324,2.956
PAN,1991,1,-0.034,3.071
PAN,1992,1,-0.52,3.592
PAN,1993,1,-0.316,3.468
PAN,1994,1,-0.552,3.625
PAN,1995,1,-0.08,3.572
PAN,1996,1,-0.261,4.186
PAN,1997,1,-0.319,4.311
PAN,1998,1,-0.534,5.367
PAN,1999,1,0.184,5.806
PAN,2000,1,-0.93,4.799
PAN,2001,1,-1.779,5.174
PAN,2002,1,-1.008,4.813
PAN,2007,1,-6.786,0.564
PAN,2008,1,-7.25,0.084
PAN,2009,1,-7.341,1.119
PAN,2010,1,-7.893,1.179
PAN,2011,1,-9.732,0.221
PAN,2014,1,-10.686,0.17
PAN,2015,1,-9.501,1.287
PAN,2016,1,-8.205,2.234
PAN,2017,1,7.828,17.644
PAN,2018,1,7.364,16.867
PAN,2019,1,4.349,17.477
PAN,2020,1,8.643,15.893
PAN,2021,1,7.17,17.711
PAN,2022,1,6.343,17.699
PRY,1990,1,1.638,3.773
PRY,1991,1,1.718,3.822
PRY,1992,1,1.773,4.353
PRY,1993,1,1.594,4.509
PRY,1994,1,1.689,5.093
PRY,1995,1,1.658,5.595
PRY,1996,1,1.546,5.265
PRY,1997,1,1.706,5.834
PRY,1998,1,1.334,5.717
PRY,1999,1,1.482,5.858
PRY,2000,1,1.831,5.437
PRY,2001,1,1.778,5.474
PRY,2002,1,1.408,5.266
PRY,2003,1,1.668,5.699
PRY,2004,1,1.869,5.93
PRY,2005,1,1.998,5.778
PRY,2006,1,2.054,5.963
PRY,2007,1,2.753,6.795
PRY,2008,1,3.887,8.165
PRY,2009,1,2.57,7.102
PRY,2010,1,3.705,8.726
PRY,2011,1,4.748,9.946
PRY,2012,1,4.147,9.321
PRY,2013,1,4.663,9.835
PRY,2014,1,4.619,10.078
PRY,2015,1,3.871,9.922
PRY,2016,1,3.455,10.649
PRY,2017,1,4.0,11.933
PRY,2018,1,4.222,12.622
PRY,2019,1,4.414,12.548
PRY,2020,1,4.213,11.59
PRY,2021,1,5.117,13.251
PRY,2022,1,5.431,13.538
PER,1990,1,2.473,23.874
PER,1991,1,2.913,23.671
PER,1992,1,3.103,24.089
PER,1993,1,2.662,26.547
PER,1994,1,2.945,27.122
PER,1995,1,3.325,28.468
PER,1996,1,3.177,27.894
PER,1997,1,3.442,31.189
PER,1998,1,3.902,31.964
PER,1999,1,3.812,33.374
PER,2000,1,2.755,31.432
PER,2001,1,3.478,28.894
PER,2002,1,4.535,29.974
PER,2003,1,3.766,28.441
PER,2004,1,2.644,30.978
PER,2005,1,2.615,32.936
PER,2006,1,4.144,32.341
PER,2007,1,5.272,39.578
PER,2008,1,10.548,45.847
PER,2009,1,6.302,45.813
PER,2010,1,10.151,52.656
PER,2011,1,12.614,54.787
PER,2012,1,12.584,58.093
PER,2013,1,14.456,57.48
PER,2014,1,12.273,61.662
PER,2015,1,12.464,61.692
PER,2016,1,9.496,62.229
PER,2017,1,8.634,63.493
PER,2018,1,9.269,65.117
PER,2019,1,8.978,67.343
PER,2020,1,9.835,56.759
PER,2021,1,9.227,61.244
PER,2022,1,10.053,64.846
PHL,1990,1,21.355,62.265
PHL,1991,1,19.385,62.418
PHL,1992,1,28.33,76.264
PHL,1993,1,23.336,71.884
PHL,1994,1,21.097,74.838
PHL,1995,1,20.957,80.482
PHL,1996,1,19.024,79.839
PHL,1997,1,18.667,88.283
PHL,1998,1,12.091,79.9
PHL,1999,1,17.865,85.599
PHL,2000,1,18.575,90.478
PHL,2001,1,20.457,90.6
PHL,2002,1,19.873,89.942
PHL,2003,1,21.185,91.293
PHL,2004,1,21.408,94.071
PHL,2005,1,20.998,94.158
PHL,2006,1,17.349,83.628
PHL,2007,1,19.969,90.413
PHL,2008,1,22.658,99.638
PHL,2009,1,17.029,92.94
PHL,2010,1,19.351,101.949
PHL,2011,1,25.881,109.291
PHL,2012,1,29.905,118.024
PHL,2013,1,33.084,128.603
PHL,2014,1,34.359,135.143
PHL,2015,1,31.256,143.107
PHL,2016,1,34.025,155.011
PHL,2017,1,32.631,167.078
PHL,2018,1,33.955,174.74
PHL,2019,1,33.5,177.025
PHL,2020,1,33.908,166.14
PHL,2021,1,40.531,181.705
PHL,2022,1,42.093,186.991
POL,1990,1,-53.993,322.648
POL,1991,1,-36.698,336.925
POL,1992,1,-17.013,347.497
POL,1993,1,-28.066,337.109
POL,1994,1,-36.174,324.044
POL,1995,1,-41.247,321.367
POL,1996,1,-48.127,329.159
POL,1997,1,-45.046,322.189
POL,1998,1,-42.344,296.732
POL,1999,1,-20.154,309.111
POL,2000,1,-17.414,300.039
POL,2001,1,-18.034,295.467
POL,2002,1,-21.252,284.871
POL,2003,1,-34.257,284.694
POL,2004,1,-33.107,290.689
POL,2005,1,-33.284,289.485
POL,2006,1,-19.2,317.377
POL,2007,1,-10.828,325.097
POL,2008,1,-0.308,329.258
POL,2009,1,-5.693,310.35
POL,2010,1,-4.507,329.715
POL,2011,1,-8.08,325.521
POL,2012,1,-1.391,324.566
POL,2013,1,-10.879,311.048
POL,2014,1,-8.15,301.446
POL,2015,1,-1.716,311.04
POL,2016,1,-14.643,308.911
POL,2017,1,-14.919,321.848
POL,2018,1,-4.199,331.871
POL,2019,1,-5.093,312.631
POL,2020,1,-12.023,290.41
POL,2021,1,-13.517,317.463
POL,2022,1,-11.354,303.688
PRT,1990,1,6.631,51.942
PRT,1991,1,7.061,54.192
PRT,1992,1,9.094,60.05
PRT,1993,1,8.983,58.452
PRT,1994,1,9.125,59.368
PRT,1995,1,9.089,63.591
PRT,1996,1,9.012,60.812
PRT,1997,1,16.169,70.838
PRT,1998,1,21.745,80.956
PRT,1999,1,31.13,98.007
PRT,2000,1,45.347,111.004
PRT,2001,1,48.413,113.6
PRT,2002,1,44.655,114.237
PRT,2003,1,47.775,112.256
PRT,2004,1,43.595,110.897
PRT,2005,1,59.076,128.716
PRT,2006,1,49.897,114.753
PRT,2007,1,53.119,115.498
PRT,2008,1,55.029,115.039
PRT,2009,1,38.383,95.53
PRT,2010,1,42.956,95.845
PRT,2011,1,11.279,63.063
PRT,2012,1,2.139,52.07
PRT,2013,1,1.688,49.834
PRT,2014,1,1.02,48.963
PRT,2015,1,-0.308,51.925
PRT,2016,1,4.135,54.446
PRT,2017,1,2.943,58.109
PRT,2018,1,4.463,55.803
PRT,2019,1,4.797,52.38
PRT,2020,1,5.817,47.555
PRT,2021,1,8.747,49.031
PRT,2022,1,8.189,48.877
QAT,1990,1,-0.772,10.639
QAT,1991,1,-1.667,15.714
QAT,1992,1,-3.887,22.894
QAT,1993,1,-4.012,26.672
QAT,1994,1,-4.089,28.254
QAT,1995,1,-3.764,29.373
QAT,1996,1,-3.906,30.518
QAT,1997,1,-7.244,34.938
QAT,1998,1,-5.268,31.62
QAT,1999,1,-18.07,18.179
QAT,2000,1,-23.029,17.285
QAT,2001,1,-24.91,20.907
QAT,2002,1,-21.152,23.915
QAT,2003,1,-23.138,23.377
QAT,2004,1,-24.272,23.048
QAT,2005,1,-20.819,26.732
QAT,2006,1,-28.037,31.593
QAT,2007,1,-22.192,37.191
QAT,2008,1,-22.984,38.653
QAT,2009,1,-17.887,47.187
QAT,2010,1,-29.344,44.077
QAT,2011,1,-46.736,34.757
QAT,2012,1,-48.775,44.546
QAT,2013,1,-36.03,46.779
QAT,2014,1,-34.539,56.638
QAT,2015,1,-23.851,67.344
QAT,2016,1,-16.048,71.338
QAT,2017,1,-27.357,72.754
QAT,2018,1,-26.959,68.508
QAT,2019,1,-26.672,74.347
QAT,2020,1,-26.008,76.493
QAT,2021,1,-33.76,70.484
QAT,2022,1,-43.369,62.782
ROU,1990,1,-13.215,163.33
ROU,1991,1,-12.261,130.006
ROU,1992,1,-11.7,120.37
ROU,1993,1,-10.767,111.992
ROU,1994,1,-16.579,104.383
ROU,1995,1,-20.226,105.54
ROU,1996,1,-27.584,101.605
ROU,1997,1,-27.857,90.316
ROU,1998,1,-16.684,88.191
ROU,1999,1,-9.539,79.495
ROU,2000,1,-3.275,90.068
ROU,2001,1,-2.693,96.299
ROU,2002,1,-3.328,95.971
ROU,2003,1,-6.289,97.547
ROU,2004,1,-4.578,98.733
ROU,2005,1,-0.974,100.39
ROU,2006,1,1.248,105.571
ROU,2007,1,4.407,112.799
ROU,2008,1,8.987,115.914
ROU,2009,1,4.585,92.311
ROU,2010,1,8.468,92.755
ROU,2011,1,3.677,95.918
ROU,2012,1,2.224,91.867
ROU,2013,1,0.585,79.183
ROU,2014,1,2.506,81.599
ROU,2015,1,1.529,79.337
ROU,2016,1,4.169,80.481
ROU,2017,1,5.299,84.458
ROU,2018,1,8.277,87.916
ROU,2019,1,8.434,84.891
ROU,2020,1,6.852,80.562
ROU,2021,1,8.717,85.987
ROU,2022,1,10.567,83.56
RUS,1990,1,-493.804,2042.443
RUS,1991,1,-328.509,2078.246
RUS,1992,1,-1189.976,776.529
RUS,1993,1,-753.26,1113.469
RUS,1994,1,-471.238,1176.427
RUS,1995,1,-451.125,1168.603
RUS,1996,1,-333.003,1253.82
RUS,1997,1,-304.256,1177.988
RUS,1998,1,-409.765,1055.489
RUS,1999,1,-482.903,1011.276
RUS,2000,1,-482.844,996.299
RUS,2001,1,-403.132,1112.515
RUS,2002,1,-387.861,1118.927
RUS,2003,1,-375.361,1161.657
RUS,2004,1,-358.931,1185.026
RUS,2005,1,-363.96,1198.617
RUS,2006,1,-380.933,1242.069
RUS,2007,1,-310.149,1313.632
RUS,2008,1,-315.463,1336.602
RUS,2009,1,-258.185,1286.849
RUS,2010,1,-270.785,1361.998
RUS,2011,1,-261.1,1424.81
RUS,2012,1,-229.653,1471.615
RUS,2013,1,-207.749,1432.688
RUS,2014,1,-244.717,1395.243
RUS,2015,1,-316.124,1322.551
RUS,2016,1,-270.336,1364.549
RUS,2017,1,-266.078,1400.043
RUS,2018,1,-350.061,1362.433
RUS,2019,1,-316.549,1388.482
RUS,2020,1,-266.136,1366.794
RUS,2021,1,-341.779,1370.214
RUS,2022,1,-334.134,1468.056
RWA,1990,1,-0.0,0.524
RWA,1991,1,-0.0,0.472
RWA,1992,1,-0.0,0.479
RWA,1993,1,0.0,0.483
RWA,1994,1,0.0,0.462
RWA,1995,1,0.0,0.455
RWA,1996,1,0.0,0.464
RWA,1997,1,-0.0,0.483
RWA,1998,1,-0.0,0.482
RWA,1999,1,0.0,0.503
RWA,2000,1,0.175,0.69
RWA,2001,1,-0.028,0.495
RWA,2002,1,-0.033,0.486
RWA,2003,1,-0.01,0.499
RWA,2004,1,0.039,0.555
RWA,2005,1,-0.013,0.501
RWA,2006,1,-0.003,0.512
RWA,2007,1,0.011,0.553
RWA,2008,1,0.027,0.555
RWA,2009,1,-0.008,0.551
RWA,2010,1,0.033,0.614
RWA,2011,1,0.064,0.707
RWA,2012,1,0.112,0.83
RWA,2013,1,-0.012,0.771
RWA,2014,1,0.089,0.919
RWA,2015,1,0.109,1.079
RWA,2016,1,0.073,1.121
RWA,2017,1,0.525,1.68
RWA,2018,1,0.64,1.928
RWA,2019,1,0.638,2.01
RWA,2020,1,0.579,1.951
RWA,2021,1,0.665,2.324
RWA,2022,1,0.707,2.248
SAU,1990,1,-10.782,171.242
SAU,1991,1,-19.473,225.114
SAU,1992,1,-23.129,252.958
SAU,1993,1,-21.397,276.435
SAU,1994,1,-20.314,270.975
SAU,1995,1,-19.926,254.766
SAU,1996,1,-18.595,250.999
SAU,1997,1,-13.224,214.018
SAU,1998,1,8.416,227.43
SAU,1999,1,-44.382,193.44
SAU,2000,1,-99.315,210.445
SAU,2001,1,-90.962,233.554
SAU,2002,1,-104.457,242.639
SAU,2003,1,-33.101,318.304
SAU,2004,1,-50.285,357.597
SAU,2005,1,-55.157,357.254
SAU,2006,1,-45.876,399.292
SAU,2007,1,-30.582,392.95
SAU,2008,1,-31.829,437.883
SAU,2009,1,-3.942,500.337
SAU,2010,1,-11.355,544.607
SAU,2011,1,-11.385,529.194
SAU,2012,1,-26.73,579.372
SAU,2013,1,-14.955,568.656
SAU,2014,1,1.633,587.2
SAU,2015,1,27.952,652.951
SAU,2016,1,7.038,648.7
SAU,2017,1,-3.851,609.834
SAU,2018,1,-18.734,618.753
SAU,2019,1,-13.764,643.823
SAU,2020,1,6.191,622.276
SAU,2021,1,-13.215,682.626
SAU,2022,1,-30.904,692.428
SEN,1990,1,0.264,3.403
SEN,1991,1,0.263,3.642
SEN,1992,1,0.327,3.749
SEN,1993,1,0.322,3.861
SEN,1994,1,0.185,4.022
SEN,1995,1,0.328,3.758
SEN,1996,1,0.982,4.646
SEN,1997,1,1.094,4.276
SEN,1998,1,1.002,4.335
SEN,1999,1,0.895,4.499
SEN,2000,1,1.1,5.002
SEN,2001,1,0.895,5.154
SEN,2002,1,0.795,5.231
SEN,2003,1,1.075,6.003
SEN,2004,1,0.992,6.23
SEN,2005,1,1.247,6.786
SEN,2006,1,1.477,5.899
SEN,2007,1,1.842,6.704
SEN,2008,1,2.42,7.161
SEN,2009,1,1.029,6.286
SEN,2010,1,0.519,7.382
SEN,2011,1,1.383,9.202
SEN,2012,1,2.712,10.074
SEN,2013,1,1.994,9.846
SEN,2014,1,2.692,11.416
SEN,2015,1,2.198,12.043
SEN,2016,1,2.884,12.9
SEN,2017,1,2.857,13.617
SEN,2018,1,3.508,14.838
SEN,2019,1,2.65,15.363
SEN,2020,1,3.22,14.041
SEN,2021,1,3.292,15.602
SEN,2022,1,3.123,15.397
SGP,1990,1,27.812,71.347
SGP,1991,1,29.706,73.942
SGP,1992,1,36.492,83.933
SGP,1993,1,34.923,84.585
SGP,1994,1,31.284,91.37
SGP,1995,1,49.451,89.996
SGP,1996,1,53.809,101.822
SGP,1997,1,55.171,111.908
SGP,1998,1,49.0,96.412
SGP,1999,1,54.366,103.566
SGP,2000,1,86.161,123.53
SGP,2001,1,68.785,107.31
SGP,2002,1,69.138,109.346
SGP,2003,1,61.954,101.488
SGP,2004,1,78.674,119.674
SGP,2005,1,89.969,129.569
SGP,2006,1,100.697,141.297
SGP,2007,1,91.484,132.584
SGP,2008,1,147.112,187.312
SGP,2009,1,61.72,102.52
SGP,2010,1,64.322,108.722
SGP,2011,1,166.788,213.788
SGP,2012,1,196.589,242.689
SGP,2013,1,209.133,256.133
SGP,2014,1,136.992,184.592
SGP,2015,1,110.393,159.793
SGP,2016,1,98.954,148.054
SGP,2017,1,104.814,154.914
SGP,2018,1,109.899,160.199
SGP,2019,1,111.544,160.544
SGP,2020,1,95.557,142.257
SGP,2021,1,109.736,159.836
SGP,2022,1,123.495,171.367
SVK,1990,1,11.644,73.17
SVK,1991,1,4.008,57.34
SVK,1992,1,7.139,56.067
SVK,1993,1,5.266,51.662
SVK,1994,1,1.068,44.874
SVK,1995,1,2.371,46.566
SVK,1996,1,4.214,48.291
SVK,1997,1,3.124,47.273
SVK,1998,1,4.651,48.531
SVK,1999,1,2.228,45.32
SVK,2000,1,5.083,46.274
SVK,2001,1,5.113,48.392
SVK,2002,1,3.739,45.834
SVK,2003,1,1.545,43.97
SVK,2004,1,3.216,46.136
SVK,2005,1,-0.04,42.886
SVK,2006,1,2.494,45.246
SVK,2007,1,7.553,48.707
SVK,2008,1,10.446,51.997
SVK,2009,1,11.011,48.811
SVK,2010,1,12.736,51.198
SVK,2011,1,11.079,49.125
SVK,2012,1,7.415,43.378
SVK,2013,1,7.64,43.264
SVK,2014,1,5.89,39.598
SVK,2015,1,5.77,40.298
SVK,2016,1,5.684,40.647
SVK,2017,1,4.705,40.872
SVK,2018,1,5.967,42.127
SVK,2019,1,6.452,40.284
SVK,2020,1,5.995,37.15
SVK,2021,1,6.148,41.364
SVK,2022,1,7.748,39.298
SVN,1990,1,1.375,16.47
SVN,1991,1,1.621,15.594
SVN,1992,1,5.856,19.738
SVN,1993,1,4.064,18.315
SVN,1994,1,2.787,17.423
SVN,1995,1,3.474,18.828
SVN,1996,1,2.261,18.261
SVN,1997,1,2.305,18.812
SVN,1998,1,2.973,19.012
SVN,1999,1,2.713,18.125
SVN,2000,1,4.044,19.098
SVN,2001,1,3.843,20.146
SVN,2002,1,2.966,19.531
SVN,2003,1,2.671,18.943
SVN,2004,1,2.454,19.158
SVN,2005,1,2.055,18.991
SVN,2006,1,3.767,20.945
SVN,2007,1,5.505,22.848
SVN,2008,1,5.093,23.372
SVN,2009,1,3.163,19.367
SVN,2010,1,3.49,19.949
SVN,2011,1,5.028,21.387
SVN,2012,1,3.133,18.892
SVN,2013,1,2.934,18.062
SVN,2014,1,3.995,17.557
SVN,2015,1,3.927,17.573
SVN,2016,1,3.831,18.29
SVN,2017,1,5.181,19.798
SVN,2018,1,6.618,21.138
SVN,2019,1,6.558,20.597
SVN,2020,1,5.943,18.798
SVN,2021,1,7.624,20.683
SVN,2022,1,8.345,21.046
ZAF,1990,1,-93.752,219.179
ZAF,1991,1,-85.021,241.005
ZAF,1992,1,-73.121,228.204
ZAF,1993,1,-81.146,239.199
ZAF,1994,1,-81.591,257.106
ZAF,1995,1,-90.824,270.869
ZAF,1996,1,-99.231,264.501
ZAF,1997,1,-106.611,278.612
ZAF,1998,1,-107.836,269.427
ZAF,1999,1,-81.68,293.211
ZAF,2000,1,-92.011,286.296
ZAF,2001,1,-98.795,272.829
ZAF,2002,1,-102.394,254.129
ZAF,2003,1,-125.286,279.123
ZAF,2004,1,-126.442,322.865
ZAF,2005,1,-116.991,299.21
ZAF,2006,1,-113.314,333.456
ZAF,2007,1,-124.85,340.195
ZAF,2008,1,-154.548,340.15
ZAF,2009,1,-131.311,343.212
ZAF,2010,1,-125.875,337.125
ZAF,2011,1,-129.665,336.243
ZAF,2012,1,-104.384,354.581
ZAF,2013,1,-110.686,347.96
ZAF,2014,1,-124.327,347.638
ZAF,2015,1,-111.521,334.828
ZAF,2016,1,-122.906,334.184
ZAF,2017,1,-112.972,327.023
ZAF,2018,1,-110.862,323.719
ZAF,2019,1,-120.196,343.918
ZAF,2020,1,-118.419,315.648
ZAF,2021,1,-127.305,298.613
ZAF,2022,1,-122.918,282.394
KOR,1990,1,69.843,320.354
KOR,1991,1,65.791,341.479
KOR,1992,1,94.865,394.77
KOR,1993,1,73.169,403.343
KOR,1994,1,69.476,425.171
KOR,1995,1,68.071,451.736
KOR,1996,1,69.96,490.956
KOR,1997,1,53.05,498.018
KOR,1998,1,-17.191,360.846
KOR,1999,1,25.959,436.478
KOR,2000,1,45.32,485.301
KOR,2001,1,30.137,485.767
KOR,2002,1,49.301,525.366
KOR,2003,1,57.542,542.755
KOR,2004,1,61.728,553.117
KOR,2005,1,83.194,581.882
KOR,2006,1,104.136,607.614
KOR,2007,1,111.89,633.599
KOR,2008,1,106.884,639.535
KOR,2009,1,37.09,574.91
KOR,2010,1,56.564,650.903
KOR,2011,1,51.853,675.296
KOR,2012,1,28.082,656.025
KOR,2013,1,22.37,656.951
KOR,2014,1,43.207,672.573
KOR,2015,1,32.502,666.679
KOR,2016,1,17.59,655.504
KOR,2017,1,34.656,689.193
KOR,2018,1,51.135,721.304
KOR,2019,1,62.122,708.224
KOR,2020,1,60.54,658.174
KOR,2021,1,72.675,688.75
KOR,2022,1,79.625,681.718
ESP,1990,1,34.465,264.639
ESP,1991,1,30.329,270.339
ESP,1992,1,43.731,292.142
ESP,1993,1,31.928,271.737
ESP,1994,1,23.329,275.376
ESP,1995,1,21.77,287.549
ESP,1996,1,19.013,272.25
ESP,1997,1,12.106,277.673
ESP,1998,1,17.367,291.685
ESP,1999,1,17.917,315.691
ESP,2000,1,25.526,335.598
ESP,2001,1,24.643,336.452
ESP,2002,1,27.609,359.559
ESP,2003,1,22.729,359.061
ESP,2004,1,32.697,385.709
ESP,2005,1,42.982,411.321
ESP,2006,1,56.85,416.505
ESP,2007,1,60.987,428.388
ESP,2008,1,57.501,393.39
ESP,2009,1,49.154,345.656
ESP,2010,1,45.261,328.2
ESP,2011,1,37.253,321.054
ESP,2012,1,17.388,295.45
ESP,2013,1,24.108,276.05
ESP,2014,1,26.895,281.076
ESP,2015,1,10.869,281.609
ESP,2016,1,13.767,273.392
ESP,2017,1,19.816,293.396
ESP,2018,1,28.282,296.872
ESP,2019,1,31.605,282.201
ESP,2020,1,37.532,249.375
ESP,2021,1,43.699,272.768
ESP,2022,1,38.137,272.794
LKA,1990,1,2.506,6.337
LKA,1991,1,2.844,6.982
LKA,1992,1,2.847,7.953
LKA,1993,1,3.004,7.979
LKA,1994,1,3.273,8.708
LKA,1995,1,3.488,9.302
LKA,1996,1,3.215,10.186
LKA,1997,1,2.789,10.31
LKA,1998,1,3.35,11.086
LKA,1999,1,5.571,14.088
LKA,2000,1,8.433,18.567
LKA,2001,1,8.865,19.191
LKA,2002,1,10.304,21.252
LKA,2003,1,6.676,17.629
LKA,2004,1,7.875,20.023
LKA,2005,1,8.411,20.347
LKA,2006,1,9.024,20.817
LKA,2007,1,7.269,19.421
LKA,2008,1,8.595,20.582
LKA,2009,1,6.157,19.102
LKA,2010,1,9.022,22.073
LKA,2011,1,14.773,29.659
LKA,2012,1,13.674,29.472
LKA,2013,1,15.55,30.061
LKA,2014,1,14.663,32.083
LKA,2015,1,14.884,34.571
LKA,2016,1,15.524,38.511
LKA,2017,1,14.311,37.184
LKA,2018,1,15.54,35.637
LKA,2019,1,15.314,36.55
LKA,2020,1,15.633,36.258
LKA,2021,1,17.633,40.648
LKA,2022,1,18.815,38.718
SWE,1990,1,28.091,85.611
SWE,1991,1,26.933,84.684
SWE,1992,1,36.079,93.658
SWE,1993,1,29.505,87.077
SWE,1994,1,26.288,86.314
SWE,1995,1,25.962,85.474
SWE,1996,1,27.539,90.92
SWE,1997,1,27.871,86.254
SWE,1998,1,29.024,87.826
